0.001, 0.100, 0.500, 1.0, 0.9, 1e+06, 0.114, 0.052, 3.4125e+04, 3.0683e+04, 2.0158e+26, 0.9968, 2.125e+22, 1.545e+20, 1.795e+04
0.001, 0.100, 0.500, 3.0, 2.7, 1e+06, 0.114, 0.052, 3.0713e+05, 2.7615e+05, 1.8142e+27, 0.8499, 8.927e+23, 7.483e+21, 1.322e+20
0.001, 0.100, 0.500, 5.0, 4.5, 1e+06, 0.114, 0.052, 8.5313e+05, 7.6707e+05, 5.0394e+27, 0.7394, 1.69e+24, 2.169e+22, 3.76e+20
0.001, 0.100, 0.500, 7.5, 6.8, 1e+06, 0.114, 0.052, 1.9195e+06, 1.7259e+06, 1.1339e+28, 0.6032, 2.609e+24, 3.407e+22, 3.814e+20
0.001, 0.100, 0.500, 8.0, 7.3, 1e+06, 0.114, 0.052, 2.1840e+06, 1.9637e+06, 1.2901e+28, 0.5715, 2.833e+24, 3.591e+22, 5.191e+20
0.001, 0.100, 0.500, 10.0, 9.1, 1e+06, 0.114, 0.052, 3.4125e+06, 3.0683e+06, 2.0158e+28, 0.4629, 3.491e+24, 8.011e+22, 1.079e+21
0.001, 0.100, 0.500, 12.0, 10.9, 1e+06, 0.114, 0.052, 4.9140e+06, 4.4183e+06, 2.9027e+28, 0.3637, 4.178e+24, 1.203e+23, 7.763e+20
0.001, 0.100, 0.707, 1.0, 0.9, 1e+06, 0.114, 0.052, 3.4125e+04, 1.6095e+04, 1.0574e+26, 0.9968, 2.18e+22, 1.724e+20, 1.846e+19
0.001, 0.100, 0.707, 3.0, 2.7, 1e+06, 0.114, 0.052, 3.0713e+05, 1.4486e+05, 9.5167e+26, 0.8891, 6.333e+23, 4.526e+21, 1.036e+20
0.001, 0.100, 0.707, 5.0, 4.5, 1e+06, 0.114, 0.052, 8.5313e+05, 4.0239e+05, 2.6435e+27, 0.8546, 9.662e+23, 1.405e+22, 2.024e+20
0.001, 0.100, 0.707, 7.5, 6.8, 1e+06, 0.114, 0.052, 1.9195e+06, 9.0537e+05, 5.9479e+27, 0.7890, 1.416e+24, 2.516e+22, 1.519e+20
0.001, 0.100, 0.707, 8.0, 7.3, 1e+06, 0.114, 0.052, 2.1840e+06, 1.0301e+06, 6.7674e+27, 0.7771, 1.496e+24, 2.396e+22, 2.033e+20
0.001, 0.100, 0.707, 10.0, 9.1, 1e+06, 0.114, 0.052, 3.4125e+06, 1.6095e+06, 1.0574e+28, 0.6851, 2.061e+24, 3.044e+22, 1.77e+20
0.001, 0.100, 0.707, 12.0, 10.9, 1e+06, 0.114, 0.052, 4.9140e+06, 2.3177e+06, 1.5227e+28, 0.6125, 2.586e+24, 4.828e+22, 5.776e+20
0.001, 0.100, 0.707, 15.0, 13.6, 1e+06, 0.114, 0.052, 7.6781e+06, 3.6215e+06, 2.3792e+28, 0.5296, 3.149e+24, 8.606e+22, 6.232e+20
0.001, 0.100, 0.870, 1.0, 0.9, 1e+06, 0.114, 0.052, 3.4125e+04, 4.0934e+03, 2.6892e+25, 0.9965, 3.428e+21, 1.855e+17, 1.383e+10
0.001, 0.100, 0.870, 3.0, 2.7, 1e+06, 0.114, 0.052, 3.0713e+05, 3.6841e+04, 2.4203e+26, 0.9058, 2.269e+23, 1.604e+21, 1.609e+19
0.001, 0.100, 0.870, 5.0, 4.5, 1e+06, 0.114, 0.052, 8.5313e+05, 1.0234e+05, 6.7231e+26, 0.8973, 3.694e+23, 2.816e+21, 2.389e+19
0.001, 0.100, 0.870, 7.5, 6.8, 1e+06, 0.114, 0.052, 1.9195e+06, 2.3025e+05, 1.5127e+27, 0.8753, 6.263e+23, 1.926e+22, 6.22e+19
0.001, 0.100, 0.870, 10.0, 9.1, 1e+06, 0.114, 0.052, 3.4125e+06, 4.0934e+05, 2.6892e+27, 0.7485, 1.57e+24, 1.063e+23, 2.237e+20
0.001, 0.100, 0.870, 12.0, 10.9, 1e+06, 0.114, 0.052, 4.9140e+06, 5.8945e+05, 3.8725e+27, 0.7532, 1.592e+24, 1.079e+23, 3.162e+20
0.001, 0.100, 0.870, 15.0, 13.6, 1e+06, 0.114, 0.052, 7.6781e+06, 9.2102e+05, 6.0508e+27, 0.8417, 1.065e+24, 2.402e+22, 1.927e+20
0.001, 1.000, 0.000, 1.0, 1.0, 1e+06, 0.114, 0.114, 1.3697e+05, 1.3697e+05, 1.6361e+27, 0.9884, 1.416e+23, 8.683e+20, 2.446e+19
0.001, 1.000, 0.000, 3.0, 3.1, 1e+06, 0.114, 0.114, 1.2328e+06, 1.2328e+06, 1.4725e+28, 0.4628, 6.281e+24, 5.101e+22, 7.265e+20
0.001, 1.000, 0.000, 5.0, 5.2, 1e+06, 0.114, 0.114, 3.4243e+06, 3.4243e+06, 4.0903e+28, 0.1100, 1.079e+25, 1.26e+23, 1.529e+21
0.001, 1.000, 0.000, 7.5, 7.9, 1e+06, 0.114, 0.114, 7.7047e+06, 7.7047e+06, 9.2031e+28, 0.0012, 1.211e+25, 3.247e+23, 1.36e+21
0.001, 1.000, 0.000, 8.0, 8.4, 1e+06, 0.114, 0.114, 8.7663e+06, 8.7663e+06, 1.0471e+29, 0.0011, 1.214e+25, 3.987e+23, 1.641e+21
